"Country","Region","Happiness Rank","Happiness_Score","Economy","Family","Health (Life Expectancy)","Freedom","Trust (Government Corruption)","Generosity","Dystopia Residual","Happiness"
"Georgia","Central and Eastern Europe","126","4.252","0.83792","0.19249","0.64035","0.32461","0.3188","0.06786","1.87031","0"
"Georgia","","125","4.2859997749329","0.95061266422272","0.57061493396759","0.64954698085785","0.3094100356102","0.054008815437555","0.25166663527489","1.5001378059387","0"
"Georgia","Central and Eastern Europe","130","4.297","0.7419","0.38562","0.72926","0.40577","0.38331","0.05547","1.59541","0"
"Georgia","","128","4.34","0.853","0.592","0.643","0.375","0.215","0.038","","0"
"Georgia","","119","4.519","0.886","0.666","0.752","0.346","0.164","0.043","","0"
"Germany","Western Europe","26","6.75","1.32792","1.29937","0.89186","0.61477","0.21843","0.28214","2.11569","1"
"Germany","","16","6.9510002136231","1.4879233837128","1.4725203514099","0.7989507317543","0.56251138448715","0.33626917004585","0.2767319381237","2.0157699584961","1"
"Germany","","15","6.965","1.34","1.474","0.861","0.586","0.28","0.273","","1"
"Germany","","17","6.985","1.373","1.454","0.987","0.495","0.265","0.261","","1"
"Germany","Western Europe","16","6.994","1.44787","1.09774","0.81487","0.53466","0.28551","0.30452","2.50931","1"
"Ghana","","131","4.1199998855591","0.66722482442856","0.87366473674774","0.29563772678375","0.42302629351616","0.25692394375801","0.025336369872093","1.5778675079346","0"
"Ghana","Sub-Saharan Africa","124","4.276","0.63107","0.49353","0.29681","0.40973","0.0326","0.21203","2.2002","0"
"Ghana","Sub-Saharan Africa","114","4.633","0.54558","0.67954","0.40132","0.42342","0.04355","0.23087","2.30919","0"
"Ghana","","108","4.657","0.592","0.896","0.337","0.499","0.029","0.212","","0"
"Ghana","","98","4.996","0.611","0.868","0.486","0.381","0.04","0.245","","0"
"Greece","Western Europe","102","4.857","1.15406","0.92933","0.88213","0.07699","0.01397","","1.80101","0"
"Greece","Western Europe","99","5.033","1.24886","0.75473","0.80029","0.05822","0.04127","0","2.12944","0"
"Greece","","87","5.2270002365112","1.2894874811173","1.2394145727158","0.8101989030838","0.095731250941753","","0.04328977689147","1.7492215633392","0"
"Greece","","82","5.287","1.181","1.156","0.999","0.067","0.034","0","","0"
"Greece","","79","5.358","1.154","1.202","0.879","0.131","0.044","","","1"
"Guatemala","Latin America and Caribbean","43","6.123","0.74553","1.04356","0.64425","0.57733","0.09472","0.27489","2.74255","1"
"Guatemala","Latin America and Caribbean","39","6.324","0.83454","0.87119","0.54039","0.50379","0.08701","0.28808","3.19863","1"
"Guatemala","","30","6.382","0.781","1.268","0.608","0.604","0.071","0.179","","1"
"Guatemala","","27","6.436","0.8","1.269","0.746","0.535","0.078","0.175","","1"
"Guatemala","","29","6.4539999961853","0.87200194597244","1.255585193634","0.54023998975754","0.53131061792374","0.2834883928299","0.077223278582096","2.8938910961151","1"
"Guinea","","149","3.5069999694824","0.24454993009567","0.79124468564987","0.19412913918495","0.34858751296997","0.26481509208679","0.11093761771917","1.5523118972778","0"
"Guinea","Sub-Saharan Africa","151","3.607","0.22415","0.3109","0.18829","0.30953","0.1192","0.29914","2.15604","0"
"Guinea","Sub-Saharan Africa","150","3.656","0.17417","0.46475","0.24009","0.37725","0.12139","0.28657","1.99172","0"
"Guinea","","140","3.964","0.344","0.792","0.211","0.394","0.094","0.185","","0"
"Guinea","","118","4.534","0.38","0.829","0.375","0.332","0.086","0.207","","0"
"Haiti","","148","3.582","0.315","0.714","0.289","0.025","0.104","0.392","","0"
"Haiti","","147","3.597","0.323","0.688","0.449","0.026","0.11","0.419","","0"
"Haiti","","145","3.6029999256134","0.36861026287079","0.64044982194901","0.27732113003731","0.03036985732615","0.48920378088951","0.099872149527073","1.697167634964","0"
"Haiti","Latin America and Caribbean","136","4.028","0.34097","0.29561","0.27494","0.12072","0.14476","0.47958","2.37116","0"
"Haiti","Latin America and Caribbean","119","4.518","0.26673","0.74302","0.38847","0.24425","0.17175","0.46187","2.24173","0"
"Honduras","Latin America and Caribbean","105","4.788","0.59532","0.95348","0.6951","0.40148","0.06825","0.23027","1.84408","0"
"Honduras","Latin America and Caribbean","104","4.871","0.69429","0.75596","0.58383","0.26755","0.06906","0.2044","2.29551","0"
"Honduras","","91","5.1810002326965","0.730573117733","1.143944978714","0.58256947994232","0.34807986021042","0.23618887364864","0.073345452547073","2.0658111572266","0"
"Honduras","","72","5.504","0.62","1.205","0.622","0.459","0.074","0.197","","1"
"Honduras","","59","5.86","0.642","1.236","0.828","0.507","0.078","0.246","","0"
"Hong Kong","","76","5.43","1.438","1.277","1.122","0.44","0.287","0.258","","0"
"Hong Kong","","76","5.43","1.405","1.29","1.03","0.524","0.291","0.246","","1"
"Hong Kong","Eastern Asia","75","5.458","1.5107","0.87021","0.95277","0.48079","0.31647","0.40097","0.92614","0"
"Hong Kong","Eastern Asia","72","5.474","1.38604","1.05818","1.01328","0.59608","0.37124","0.39478","0.65429","0"
"Hong Kong S.A.R., China","","71","5.4720001220703","1.5516748428345","1.2627909183502","0.94306242465973","0.49096864461899","0.3744657933712","0.29393374919891","0.55463314056396","0"
"Hungary","Central and Eastern Europe","104","4.8","1.12094","1.20215","0.75905","0.32112","0.02758","0.128","1.24074","0"
"Hungary","Central and Eastern Europe","91","5.145","1.24142","0.93164","0.67608","0.1977","0.04472","0.099","1.95473","0"
"Hungary","","75","5.3239998817444","1.2860119342804","1.3431330919266","0.68776345252991","0.17586351931095","0.078401662409306","0.036636937409639","1.716459274292","0"
"Hungary","","69","5.62","1.171","1.401","0.732","0.259","0.022","0.061","","1"
"Hungary","","62","5.758","1.201","1.41","0.828","0.199","0.02","0.081","","0"
"Iceland","","4","7.494","1.38","1.624","1.026","0.591","0.118","0.354","","1"
"Iceland","","4","7.495","1.343","1.644","0.914","0.677","0.138","0.353","","1"
"Iceland","Western Europe","3","7.501","1.42666","1.18326","0.86733","0.56624","0.14975","0.47678","2.83137","1"
"Iceland","","3","7.5040001869202","1.480633020401","1.6105740070343","0.83355212211609","0.62716263532639","0.47554022073746","0.15352655947208","2.3227152824402","1"
"Iceland","Western Europe","2","7.561","1.30232","1.40223","0.94784","0.62877","0.14145","0.4363","2.70201","1"
"India","","140","4.015","0.755","0.765","0.588","0.498","0.085","0.2","","0"
"India","","133","4.19","0.721","0.747","0.485","0.539","0.093","0.172","","0"
"India","","122","4.3150000572205","0.79222124814987","0.75437259674072","0.45542761683464","0.46998700499535","0.23153848946094","0.092226885259152","1.5191171169281","0"
"India","Southern Asia","118","4.404","0.74036","0.29247","0.45091","0.40285","0.08722","0.25028","2.18032","0"
"India","Southern Asia","117","4.565","0.64499","0.38174","0.51529","0.39786","0.08492","0.26475","2.27513","0"
"Indonesia","","96","5.093","0.899","1.215","0.522","0.538","0.018","0.484","","1"
"Indonesia","","92","5.192","0.931","1.203","0.66","0.491","0.028","0.498","","0"
"Indonesia","","81","5.2620000839233","0.99553859233856","1.2744446992874","0.49234572052956","0.44332346320152","0.6117045879364","0.015317135490477","1.4294769763946","0"
"Indonesia","Southeastern Asia","79","5.314","0.95104","0.87625","0.49374","0.39237","0.00322","0.56521","2.03171","0"
"Indonesia","Southeastern Asia","74","5.399","0.82827","1.08708","0.63793","0.46611","","0.51535","1.86399","0"
"Iran","","117","4.548","1.1","0.842","0.785","0.305","0.125","0.27","","0"
"Iran","Middle East and Northern Africa","110","4.686","1.0088","0.54447","0.69805","0.30033","0.05863","0.38086","1.6944","0"
"Iran","","108","4.691999912262","1.1568731069565","0.71155124902725","0.63933318853378","0.24932260811329","0.38724291324616","0.048761073499918","1.4987349510193","0"
"Iran","","106","4.707","1.059","0.771","0.691","0.459","0.129","0.282","","0"
"Iran","Middle East and Northern Africa","105","4.813","1.11758","0.38857","0.64232","0.22544","0.0557","0.38538","1.99817","0"
"Iraq","","126","4.437","1.043","0.98","0.574","0.241","0.089","0.148","","0"
"Iraq","","117","4.456","1.01","0.971","0.536","0.304","0.095","0.148","","0"
"Iraq","","117","4.4970002174377","1.1027104854584","0.9786131978035","0.50118046998978","0.28855553269386","0.19963726401329","0.10721575468779","1.3189072608948","0"
"Iraq","Middle East and Northern Africa","112","4.575","1.07474","0.59205","0.51076","0.24856","0.13636","0.19589","1.81657","0"
"Iraq","Middle East and Northern Africa","112","4.677","0.98549","0.81889","0.60237","","0.13788","0.17922","1.95335","0"
"Ireland","Western Europe","19","6.907","1.48341","1.16157","0.81455","0.54008","0.29754","0.44963","2.15988","1"
"Ireland","Western Europe","18","6.94","1.33596","1.36948","0.89533","0.61777","0.28703","0.45901","1.9757","1"
"Ireland","","14","6.977","1.448","1.583","0.876","0.614","0.306","0.307","","1"
"Ireland","","15","6.9770002365112","1.5357066392899","1.5582311153412","0.80978262424469","0.57311034202576","0.42785832285881","0.29838815331459","1.7738690376282","1"
"Ireland","","16","7.021","1.499","1.553","0.999","0.516","0.31","0.298","","1"
"Israel","","19","6.814","1.301","1.559","0.883","0.533","0.272","0.354","","1"
"Israel","","13","7.139","1.276","1.455","1.029","0.371","0.082","0.261","","1"
"Israel","","11","7.2129998207092","1.3753824234009","1.3762899637222","0.83840399980545","0.40598860383034","0.330082654953","0.085242100059986","2.8017573356628","1"
"Israel","Middle East and Northern Africa","11","7.267","1.33766","0.99537","0.84917","0.36432","0.08728","0.32288","3.31029","1"
"Israel","Middle East and Northern Africa","11","7.278","1.22857","1.22393","0.91387","0.41319","0.07785","0.33172","3.08854","1"
"Italy","Western Europe","50","5.948","1.25114","1.19777","0.95446","0.26236","0.02901","0.22823","2.02518","0"
"Italy","","48","5.9640002250671","1.3950666189194","1.4449232816696","0.85314434766769","0.25645071268082","0.17278964817524","0.028028091415763","1.8133120536804","1"
"Italy","Western Europe","50","5.977","1.35495","1.04167","0.85102","0.18827","0.02556","0.16684","2.34918","0"
"Italy","","47","6","1.264","1.501","0.946","0.281","0.028","0.137","","1"
"Italy","","36","6.223","1.294","1.488","1.039","0.231","0.03","0.158","","1"
"Ivory Coast","Sub-Saharan Africa","151","3.655","0.46534","0.77115","0.15185","0.46866","0.17922","0.20165","1.41723","0"
"Ivory Coast","Sub-Saharan Africa","139","3.916","0.55507","0.57576","0.04476","0.40663","0.1553","0.20338","1.97478","0"
"Ivory Coast","","128","4.1799998283386","0.60304892063141","0.90478003025055","0.048642169684172","0.44770619273186","0.20123746991158","0.13006177544594","1.8449642658234","0"
"Ivory Coast","","107","4.671","0.541","0.872","0.08","0.467","0.103","0.146","","0"
"Ivory Coast","","99","4.944","0.569","0.808","0.232","0.352","0.09","0.154","","0"
"Jamaica","","76","5.3109998703003","0.9255793094635","1.3682180643082","0.64102238416672","0.47430723905563","0.23381833732128","0.055267781019211","1.612325668335","0"
"Jamaica","Latin America and Caribbean","73","5.51","0.89333","0.96372","0.59469","0.43597","0.04294","0.22245","2.35682","0"
"Jamaica","Latin America and Caribbean","65","5.709","0.81038","1.15102","0.68741","0.50442","0.02299","0.2123","2.32038","0"
"Jamaica","","56","5.89","0.831","1.478","0.831","0.49","0.028","0.107","","0"
"Jamaica","","56","5.89","0.819","1.493","0.693","0.575","0.031","0.096","","1"
"Japan","","58","5.886","1.327","1.419","1.088","0.445","0.14","0.069","","0"
"Japan","","54","5.915","1.294","1.462","0.988","0.553","0.15","0.079","","1"
"Japan","","51","5.9200000762939","1.4169151782989","1.4363378286362","0.91347587108612","0.50562554597855","0.12057276815176","0.16376073658466","1.3632235527039","1"
"Japan","Eastern Asia","53","5.921","1.38007","1.06054","0.91491","0.46761","0.18985","0.10224","1.80584","0"
"Japan","Eastern Asia","46","5.987","1.27074","1.25712","0.99111","0.49615","0.1806","0.10705","1.68435","0"
"Jordan","","101","4.906","0.837","1.225","0.815","0.383","0.13","0.11","","0"
"Jordan","","90","5.161","0.822","1.265","0.645","0.468","0.134","0.13","","1"
"Jordan","Middle East and Northern Africa","82","5.192","0.90198","1.05392","0.69639","0.40661","0.14293","0.11053","1.87996","0"
"Jordan","Middle East and Northern Africa","80","5.303","0.99673","0.86216","0.60712","0.36023","0.13297","0.14262","2.20142","0"
"Jordan","","74","5.3359999656677","0.99101239442825","1.2390888929367","0.60459005832672","0.41842114925384","0.17217046022415","0.11980327218771","1.7911765575409","0"
"Kazakhstan","","60","5.79","1.143","1.516","0.631","0.454","0.121","0.148","","1"
"Kazakhstan","","60","5.809","1.173","1.508","0.729","0.41","0.096","0.146","","0"
"Kazakhstan","","60","5.8189997673035","1.2845562696457","1.3843690156937","0.60604155063629","0.43745428323746","0.20196442306042","0.11928288638592","1.7848925590515","1"
"Kazakhstan","Central and Eastern Europe","54","5.855","1.12254","1.12241","0.64368","0.51649","0.08454","0.11827","2.24729","0"
"Kazakhstan","Central and Eastern Europe","54","5.919","1.22943","0.95544","0.57386","0.4052","0.11132","0.15011","2.49325","0"
"Kenya","Sub-Saharan Africa","122","4.356","0.52267","0.7624","0.30147","0.40576","0.06686","0.41328","1.88326","0"
"Kenya","","124","4.41","0.493","1.048","0.454","0.504","0.055","0.352","","0"
"Kenya","Sub-Saharan Africa","125","4.419","0.36471","0.99876","0.41435","0.42215","0.05839","0.37542","1.78555","0"
"Kenya","","121","4.509","0.512","0.983","0.581","0.431","0.053","0.372","","0"
"Kenya","","112","4.5529999732971","0.56047946214676","1.0679507255554","0.30998834967613","0.45276376605034","0.44486030936241","0.064641319215298","1.6519021987915","0"
"Kosovo","","78","5.2789998054504","0.95148438215256","1.1378535032272","0.54145205020904","0.26028794050217","0.31993144750595","0.057471618056297","2.0105407238007","0"
"Kosovo","Central and Eastern Europe","77","5.401","0.90145","0.66062","0.54","0.14396","0.06547","0.27992","2.80998","0"
"Kosovo","Central and Eastern Europe","69","5.589","0.80148","0.81198","0.63132","0.24749","0.04741","0.2831","2.76579","0"
"Kosovo","","66","5.662","0.855","1.23","0.578","0.448","0.023","0.274","","1"
"Kosovo","","46","6.1","0.882","1.232","0.758","0.489","0.006","0.262","","1"
"Kuwait","","51","6.021","1.5","1.319","0.808","0.493","0.097","0.142","","1"
"Kuwait","","45","6.083","1.474","1.301","0.675","0.554","0.106","0.167","","1"
"Kuwait","","39","6.1050000190735","1.6329524517059","1.2596987485886","0.63210570812225","0.49633759260178","0.22828979790211","0.21515955030918","1.6404252052307","1"
"Kuwait","Middle East and Northern Africa","41","6.239","1.61714","0.87758","0.63569","0.43166","0.23669","0.15965","2.28085","1"
"Kuwait","Middle East and Northern Africa","39","6.295","1.55422","1.16594","0.72492","0.55499","0.25609","0.16228","1.87634","1"
"Kyrgyzstan","","98","5.0040001869202","0.59622007608414","1.3942385911941","0.55345779657364","0.45494338870049","0.42858037352562","0.039439179003239","1.5367231369019","0"
"Kyrgyzstan","","92","5.131","0.53","1.416","0.594","0.54","0.035","0.281","","1"
"Kyrgyzstan","Central and Eastern Europe","85","5.185","0.56044","0.95434","0.55449","0.40212","0.04762","0.38432","2.28136","0"
"Kyrgyzstan","","86","5.261","0.551","1.438","0.723","0.508","0.023","0.3","","0"
"Kyrgyzstan","Central and Eastern Europe","77","5.286","0.47428","1.15115","0.65088","0.43477","0.04232","0.3003","2.2327","0"
"Laos","","110","4.623","0.72","1.034","0.441","0.626","0.174","0.23","","0"
"Laos","","105","4.796","0.764","1.03","0.551","0.547","0.164","0.266","","0"
"Laos","Southeastern Asia","99","4.876","0.59066","0.73803","0.54909","0.59591","0.24249","0.42192","1.73799","0"
"Laos","Southeastern Asia","102","4.876","0.68042","0.5497","0.38291","0.52168","0.22423","0.43079","2.08637","0"
"Latvia","Central and Eastern Europe","89","5.098","1.11312","1.09562","0.72437","0.29671","0.06332","0.18226","1.62215","0"
"Latvia","Central and Eastern Europe","68","5.56","1.21788","0.95025","0.63952","0.27996","0.0889","0.17445","2.20859","0"
"Latvia","","54","5.8499999046326","1.2607486248016","1.4047149419784","0.63856697082519","0.32570791244507","0.15307478606701","0.073842726647854","1.993655204773","1"
"Latvia","","53","5.933","1.148","1.454","0.671","0.363","0.066","0.092","","1"
"Latvia","","53","5.94","1.187","1.465","0.812","0.264","0.064","0.075","","0"
"Lebanon","Middle East and Northern Africa","103","4.839","1.02564","0.80001","0.83947","0.33916","0.04582","0.21854","1.57059","0"
"Lebanon","Middle East and Northern Africa","93","5.129","1.12268","0.64184","0.76171","0.26228","0.03061","0.23693","2.07339","0"
"Lebanon","","91","5.197","0.987","1.224","0.815","0.216","0.027","0.166","","0"
"Lebanon","","88","5.2249999046326","1.0749875307083","1.129624247551","0.73508107662201","0.28851598501205","0.2644507586956","0.037513829767704","1.6950738430023","0"
"Lebanon","","80","5.358","0.965","1.179","0.785","0.503","0.136","0.214","","1"
"Lesotho","","144","3.802","0.489","1.169","0.168","0.359","0.093","0.107","","0"
"Lesotho","","141","3.808","0.472","1.215","0.079","0.423","0.112","0.116","","0"
"Lesotho","","139","3.808000087738","0.52102124691009","1.1900951862335","","0.39066129922867","0.15749727189541","0.11909464001656","1.429835319519","0"
"Lesotho","Sub-Saharan Africa","97","4.898","0.37545","1.04103","0.07612","0.31767","0.12504","0.16388","2.79832","0"
"Liberia","","149","3.495","0.076","0.858","0.267","0.419","0.03","0.206","","0"
"Liberia","","148","3.5329999923706","0.11904179304838","0.87211793661118","0.22991819679737","0.33288118243218","0.26654988527298","0.038948249071836","1.6732859611511","0"
"Liberia","Sub-Saharan Africa","150","3.622","0.10706","0.50353","0.23165","0.25748","0.04852","0.24063","2.23284","0"
"Liberia","","141","3.975","0.073","0.922","0.443","0.37","0.033","0.233","","0"
"Liberia","Sub-Saharan Africa","116","4.571","0.0712","0.78968","0.34201","0.28531","0.06232","0.24362","2.77729","0"
"Libya","","72","5.525","1.044","1.303","0.673","0.416","0.152","0.133","","0"
"Libya","","68","5.5250000953674","1.1018030643463","1.357564330101","0.5201690196991","0.46573323011398","0.15207366645336","0.092610210180283","1.8350112438202","1"
"Libya","","70","5.566","0.985","1.35","0.553","0.496","0.148","0.116","","1"
"Libya","Middle East and Northern Africa","67","5.615","1.06688","0.95076","0.52304","0.40672","0.10339","0.17087","2.39374","0"
"Libya","Middle East and Northern Africa","63","5.754","1.13145","1.11862","0.7038","0.41668","0.11023","0.18295","2.09066","0"
"Lithuania","Central and Eastern Europe","60","5.813","1.2692","1.06411","0.64674","0.18929","0.0182","0.02025","2.60525","0"
"Lithuania","Central and Eastern Europe","56","5.833","1.14723","1.25745","0.73128","0.21342","0.01031","0.02641","2.44649","0"
"Lithuania","","52","5.9019999504089","1.3145823478699","1.4735161066055","0.62894994020462","0.23423178493977","0.010164656676352","0.011865642853081","2.2284405231476","1"
"Lithuania","","50","5.952","1.197","1.527","0.716","0.35","0.006","0.026","","1"
"Lithuania","","42","6.149","1.238","1.515","0.818","0.291","0.042","0.043","","1"
"Luxembourg","","18","6.8629999160767","1.7419435977936","1.4575836658478","0.84508949518204","0.59662789106369","0.28318098187447","0.31883442401886","1.6195120811462","1"
"Luxembourg","Western Europe","20","6.871","1.69752","1.03999","0.84542","0.5487","0.35329","0.27571","2.11055","1"
"Luxembourg","","17","6.91","1.576","1.52","0.896","0.632","0.321","0.196","","1"
"Luxembourg","Western Europe","17","6.946","1.56391","1.21963","0.91894","0.61583","0.37798","0.28034","1.96961","1"
"Luxembourg","","14","7.09","1.609","1.479","1.012","0.526","0.316","0.194","","1"
"Macedonia","Central and Eastern Europe","93","5.007","0.91851","1.00232","0.73545","0.33457","0.05327","0.22359","1.73933","0"
"Macedonia","Central and Eastern Europe","95","5.121","1.0193","0.78236","0.64738","0.27668","0.07047","0.23507","2.08947","0"
"Macedonia","","92","5.1750001907349","1.0645779371262","1.2078930139542","0.6449481844902","0.32590597867966","0.25376096367836","0.060277793556452","1.6174693107605","0"
"Macedonia","","89","5.185","0.959","1.239","0.691","0.394","0.052","0.173","","1"
"Madagascar","","144","3.6440000534058","0.30580869317055","0.91302037239075","0.37522330880165","0.18919676542282","0.20873253047466","0.067231975495815","1.5846126079559","0"
"Madagascar","Sub-Saharan Africa","147","3.681","0.20824","0.66801","0.46721","0.19184","0.08124","0.21333","1.851","0"
"Madagascar","Sub-Saharan Africa","148","3.695","0.27954","0.46115","0.37109","0.13684","0.07506","0.2204","2.15075","0"
"Madagascar","","143","3.774","0.262","0.908","0.402","0.221","0.049","0.155","","0"
"Madagascar","","143","3.933","0.274","0.916","0.555","0.148","0.041","0.169","","0"
"Malawi","","150","3.41","0.191","0.56","0.495","0.443","0.089","0.218","","0"
"Malawi","","147","3.587","0.186","0.541","0.306","0.531","0.08","0.21","","0"
"Malawi","","136","3.9700000286102","0.23344203829765","0.51256883144379","0.31508958339691","0.46691465377808","0.28717046976089","0.072711654007435","2.0817861557007","0"
"Malawi","Sub-Saharan Africa","132","4.156","0.08709","0.147","0.29364","0.4143","0.07564","0.30968","2.82859","0"
"Malawi","Sub-Saharan Africa","131","4.292","0.01604","0.41134","0.22562","0.43054","0.06977","0.33128","2.80791","0"
"Malaysia","","80","5.339","1.221","1.171","0.828","0.508","0.024","0.26","","0"
"Malaysia","Southeastern Asia","61","5.77","1.12486","1.07023","0.72394","0.53024","0.10501","0.33075","1.88541","0"
"Malaysia","Southeastern Asia","47","6.005","1.25142","0.88025","0.62366","0.39031","0.09081","0.41474","2.35384","1"
"Malaysia","","42","6.0840001106262","1.2912154197693","1.2846460342407","0.61878442764282","0.40226498246193","0.41660892963409","0.065600708127022","2.004448890686","1"
"Malaysia","","35","6.322","1.161","1.258","0.669","0.356","0.059","0.311","","1"
"Mali","Sub-Saharan Africa","138","3.995","0.26074","1.03526","0.20583","0.38857","0.12352","0.18798","1.79293","0"
"Mali","Sub-Saharan Africa","135","4.073","0.31292","0.86333","0.16347","0.27544","0.13647","0.21064","2.11087","0"
"Mali","","127","4.1900000572205","0.47618049383164","1.2814733982086","0.16936567425728","0.30661374330521","0.18335419893265","0.10497024655342","1.6681909561157","0"
"Mali","","128","4.39","0.385","1.105","0.308","0.327","0.052","0.153","","0"
"Mali","","118","4.447","0.37","1.233","0.152","0.367","0.056","0.139","","0"
"Malta","Western Europe","37","6.302","1.2074","1.30203","0.88721","0.60365","0.13586","0.51752","1.6488","1"
"Malta","Western Europe","30","6.488","1.30782","1.09879","0.80315","0.54994","0.17554","0.56237","1.99032","1"
"Malta","","27","6.5269999504089","1.343279838562","1.4884116649628","0.82194423675537","0.58876705169678","0.57473057508469","0.15306606888771","1.5568628311157","1"
"Malta","","22","6.627","1.27","1.525","0.884","0.645","0.142","0.376","","1"
"Malta","","22","6.726","1.3","1.52","0.999","0.564","0.151","0.375","","1"
"Mauritania","Sub-Saharan Africa","130","4.201","0.61391","0.84142","0.28639","0.1268","0.17955","0.22686","1.9263","0"
"Mauritania","","123","4.2919998168945","0.64845728874206","1.2720308303833","0.2853492796421","0.09609804302454","0.20187002420425","0.13695700466633","1.6516373157501","0"
"Mauritania","","126","4.356","0.557","1.245","0.292","0.129","0.093","0.134","","0"
"Mauritania","Sub-Saharan Africa","124","4.436","0.45407","0.86908","0.35874","0.24232","0.17461","0.219","2.11773","0"
"Mauritania","","122","4.49","0.57","1.167","0.489","0.066","0.088","0.106","","0"
"Mauritius","Sub-Saharan Africa","71","5.477","1.00761","0.98521","0.7095","0.56066","0.07521","0.37744","1.76145","0"
"Mauritius","","64","5.6290001869202","1.1893955469132","1.2095609903336","0.63800746202469","0.49124732613563","0.36093375086784","0.042181555181742","1.6975839138031","1"
"Mauritius","Sub-Saharan Africa","66","5.648","1.14372","0.75695","0.66189","0.46145","0.05203","0.36951","2.20223","0"
"Mauritius","","57","5.888","1.12","1.402","0.798","0.498","0.06","0.215","","0"
"Mauritius","","55","5.891","1.09","1.387","0.684","0.584","0.05","0.245","","1"
"Mexico","","24","6.488","1.038","1.252","0.761","0.479","0.095","0.069","","1"
"Mexico","","25","6.5780000686645","1.1531838178635","1.210862159729","0.70997899770737","0.41273000836372","0.12099043279886","0.13277411460877","2.8371548652649","1"
"Mexico","","23","6.595","1.07","1.323","0.861","0.433","0.073","0.074","","1"
"Mexico","Latin America and Caribbean","21","6.778","1.11508","0.7146","0.71143","0.37709","0.18355","0.11735","3.55906","1"
"Mexico","Latin America and Caribbean","14","7.187","1.02054","0.91451","0.81444","0.48181","0.21312","0.14074","3.60214","1"
"Moldova","","71","5.529","0.685","1.328","0.739","0.245","0","0.181","","0"
"Moldova","","67","5.64","0.657","1.301","0.62","0.232","","0.171","","1"
"Moldova","","56","5.8379998207092","0.72887063026428","1.2518255710602","0.58946520090103","0.24072904884815","0.20877912640572","0.010091286152601","2.8078083992004","1"
"Moldova","Central and Eastern Europe","52","5.889","0.59448","1.01528","0.61826","0.32818","0.01615","0.20951","3.10712","0"
"Moldova","Central and Eastern Europe","55","5.897","0.69177","0.83132","0.52309","0.25202","0.01903","0.19997","3.38007","0"
"Mongolia","Eastern Asia","100","4.874","0.82819","1.3006","0.60268","0.43626","0.02666","0.3323","1.34759","0"
"Mongolia","Eastern Asia","101","4.907","0.98853","1.08983","0.55469","0.35972","0.03285","0.34539","1.53586","0"
"Mongolia","","100","4.9549999237061","1.027235865593","1.4930112361908","0.55778348445892","0.39414396882057","0.338464230299","0.032902289181948","1.1112923622131","0"
"Mongolia","","94","5.125","0.914","1.517","0.575","0.395","0.032","0.253","","1"
"Mongolia","","83","5.285","0.948","1.531","0.667","0.317","0.038","0.235","","0"
"Montenegro","Central and Eastern Europe","88","5.161","1.07838","0.74173","0.63533","0.15111","0.12721","0.17191","2.25531","0"
"Montenegro","Central and Eastern Europe","82","5.192","0.97438","0.90557","0.72521","0.1826","0.14296","0.1614","2.10017","0"
"Montenegro","","83","5.2369999885559","1.1211290359497","1.2383764982223","0.66746467351913","0.19498905539513","0.19791102409363","0.088174194097519","1.7291915416718","0"
"Montenegro","","81","5.347","1.017","1.279","0.729","0.259","0.081","0.111","","1"
"Montenegro","","73","5.523","1.051","1.361","0.871","0.197","0.08","0.142","","0"
"Morocco","Middle East and Northern Africa","92","5.013","0.73479","0.64095","0.60954","0.41691","0.08546","0.07172","2.45373","0"
"Morocco","Middle East and Northern Africa","90","5.151","0.84058","0.38595","0.59471","0.25646","0.08404","0.04053","2.94891","0"
"Morocco","","89","5.208","0.801","0.782","0.782","0.418","0.076","0.036","","0"
"Morocco","","84","5.2350001335144","0.87811458110809","0.77486443519592","0.59771066904068","0.40815833210945","0.032209955155849","0.08776318281889","2.4561893939972","0"
"Morocco","","85","5.254","0.779","0.797","0.669","0.46","0.074","0.026","","1"
"Mozambique","","123","4.417","0.198","0.902","0.173","0.531","0.158","0.206","","0"
"Mozambique","","123","4.466","0.204","0.986","0.39","0.494","0.138","0.197","","0"
"Mozambique","","113","4.5500001907349","0.2343056499958","0.87070101499557","0.10665443539619","0.48079109191894","0.32222810387611","0.17943638563156","2.3556509017944","0"
"Mozambique","Sub-Saharan Africa","94","4.971","0.08308","1.02626","0.09131","0.34037","0.15603","0.22269","3.05137","0"
"Myanmar","Southeastern Asia","129","4.307","0.27108","0.70905","0.48246","0.44017","0.19034","0.79588","1.41805","0"
"Myanmar","","130","4.308","0.682","1.174","0.429","0.58","0.178","0.598","","0"
"Myanmar","","131","4.36","0.71","1.181","0.555","0.525","0.172","0.566","","0"
"Myanmar","Southeastern Asia","119","4.395","0.34112","0.69981","0.3988","0.42692","0.20243","0.81971","1.50655","0"
"Myanmar","","114","4.5450000762939","0.3671105504036","1.1232359409332","0.3975225687027","0.51449203491211","0.83807516098023","0.18881620466709","1.1152904033661","0"
"Namibia","","119","4.441","0.874","1.281","0.365","0.519","0.064","0.051","","0"
"Namibia","","111","4.5739998817444","0.96443432569504","1.0984708070755","0.33861181139946","0.52030354738235","0.077133744955063","0.093146972358227","1.4818902015686","0"
"Namibia","Sub-Saharan Africa","113","4.574","0.93287","0.70362","0.34745","0.48614","0.10398","0.07795","1.92198","0"
