"Country","Region","Happiness Rank","Happiness_Score","Economy","Family","Health (Life Expectancy)","Freedom","Trust (Government Corruption)","Generosity","Dystopia Residual","Happiness"
"Namibia","","113","4.639","0.879","1.313","0.477","0.401","0.056","0.07","","0"
"Nepal","Southern Asia","121","4.514","0.35997","0.86449","0.56874","0.38282","0.05907","0.32296","1.95637","0"
"Nepal","Southern Asia","107","4.793","0.44626","0.69699","0.50073","0.37012","0.07008","0.3816","2.32694","0"
"Nepal","","101","4.88","0.425","1.228","0.539","0.526","0.078","0.302","","0"
"Nepal","","100","4.913","0.446","1.226","0.677","0.439","0.089","0.285","","0"
"Nepal","","99","4.9619998931885","0.4798201918602","1.1792832612991","0.50413078069687","0.44030594825745","0.39409616589546","0.072975546121597","1.8912410736084","0"
"Netherlands","Western Europe","7","7.339","1.46468","1.02912","0.81231","0.55211","0.29927","0.47416","2.70749","1"
"Netherlands","","6","7.3769998550415","1.5039446353912","1.4289392232895","0.81069612503052","0.58538448810577","0.47048982977867","0.28266182541847","2.2948040962219","1"
"Netherlands","Western Europe","7","7.378","1.32944","1.28017","0.89284","0.61576","0.31814","0.4761","2.4657","1"
"Netherlands","","6","7.441","1.361","1.488","0.878","0.638","0.295","0.333","","1"
"Netherlands","","5","7.488","1.396","1.522","0.999","0.557","0.298","0.322","","1"
"New Zealand","Australia and New Zealand","9","7.286","1.25018","1.31967","0.90837","0.63938","0.42922","0.47501","2.26425","1"
"New Zealand","","8","7.307","1.303","1.557","1.026","0.585","0.38","0.33","","1"
"New Zealand","","8","7.3140001296997","1.4057060480118","1.5481951236725","0.81675970554352","0.6140621304512","0.50000512599945","0.38281670212746","2.0464563369751","1"
"New Zealand","","8","7.324","1.268","1.601","0.876","0.669","0.389","0.365","","1"
"New Zealand","Australia and New Zealand","8","7.334","1.36066","1.17278","0.83096","0.58147","0.41904","0.49401","2.47553","1"
"Nicaragua","Latin America and Caribbean","57","5.828","0.59325","1.14184","0.74314","0.55475","0.19317","0.27815","2.32407","0"
"Nicaragua","Latin America and Caribbean","48","5.992","0.69384","0.89521","0.65213","0.46582","0.16292","0.29773","2.82428","0"
"Nicaragua","","43","6.0710000991821","0.73729920387268","1.2872157096863","0.65309596061706","0.44755184650421","0.3016742169857","0.13068798184395","2.5139305591583","1"
"Nicaragua","","45","6.105","0.694","1.325","0.835","0.435","0.127","0.2","","1"
"Nicaragua","","41","6.141","0.668","1.319","0.7","0.527","0.128","0.208","","1"
"Niger","Sub-Saharan Africa","144","3.845","0.0694","0.77265","0.29707","0.47692","0.15639","0.19387","1.87877","0"
"Niger","Sub-Saharan Africa","142","3.856","0.1327","0.6053","0.26162","0.38041","0.17176","0.2097","2.09469","0"
"Niger","","135","4.0279998779297","0.1619253307581","0.99302500486374","0.26850500702858","0.36365869641304","0.22867384552956","0.13857294619083","1.8739833831787","0"
"Niger","","134","4.166","0.131","0.867","0.221","0.39","0.099","0.175","","0"
"Niger","","114","4.628","0.138","0.774","0.366","0.318","0.102","0.188","","0"
"Nigeria","Sub-Saharan Africa","103","4.875","0.75216","0.64498","0.05108","0.27854","0.0305","0.23219","2.88586","0"
"Nigeria","","95","5.0739998817444","0.78375625610352","1.215770483017","0.056915730237961","0.3949525654316","0.23094719648361","0.026121566072106","2.3653905391693","0"
"Nigeria","","91","5.155","0.689","1.172","0.048","0.462","0.032","0.201","","1"
"Nigeria","","85","5.265","0.696","1.111","0.245","0.426","0.041","0.215","","0"
"Nigeria","Sub-Saharan Africa","78","5.268","0.65435","0.90432","0.16007","0.34334","0.0403","0.27233","2.89319","0"
"North Cyprus","Western Europe","66","5.695","1.20806","1.07008","0.92356","0.49027","0.1428","0.26169","1.59888","0"
"North Cyprus","Western Europe","62","5.771","1.31141","0.81826","0.84142","0.43596","0.16578","0.26322","1.93447","0"
"North Cyprus","","61","5.8099999427795","1.3469113111496","1.1863033771515","0.83464723825455","0.47120362520218","0.266845703125","0.15535335242748","1.5491576194763","1"
"North Macedonia","","84","5.274","0.983","1.294","0.838","0.345","0.034","0.185","","0"
"Northern Cyprus","","64","5.718","1.263","1.252","1.042","0.417","0.162","0.191","","0"
"Northern Cyprus","","58","5.835","1.229","1.211","0.909","0.495","0.154","0.179","","1"
"Norway","Western Europe","4","7.498","1.57744","1.1269","0.79579","0.59609","0.35776","0.37895","2.66465","1"
"Norway","Western Europe","4","7.522","1.459","1.33095","0.88521","0.66973","0.36503","0.34699","2.46531","1"
"Norway","","1","7.5370001792908","1.6164631843567","1.5335235595703","0.79666650295258","0.63542258739471","0.36201223731041","0.31596383452415","2.2770266532898","1"
"Norway","","3","7.554","1.488","1.582","1.028","0.603","0.341","0.271","","1"
"Norway","","2","7.594","1.456","1.582","0.861","0.686","0.34","0.286","","1"
"Oman","Middle East and Northern Africa","22","6.853","1.36011","1.08182","0.76276","0.63274","0.32524","0.21542","2.47489","1"
"Pakistan","Southern Asia","92","5.132","0.68816","0.26135","0.40306","0.14622","0.1388","0.31185","3.18286","0"
"Pakistan","Southern Asia","81","5.194","0.59543","0.41411","0.51466","0.12102","0.10464","0.33671","3.10709","0"
"Pakistan","","80","5.2690000534058","0.72688353061676","0.67269068956375","0.40204778313637","0.23521526157856","0.31544601917267","0.12434806674719","2.7924892902374","0"
"Pakistan","","75","5.472","0.652","0.81","0.424","0.334","0.113","0.216","","1"
"Pakistan","","67","5.653","0.677","0.886","0.535","0.313","0.098","0.22","","0"
"Palestinian Territories","","110","4.696","0.657","1.247","0.672","0.225","0.066","0.103","","0"
"Palestinian Territories","Middle East and Northern Africa","108","4.715","0.59867","0.92558","0.66015","0.24499","0.12905","0.11251","2.04384","0"
"Palestinian Territories","","104","4.743","0.642","1.217","0.602","0.266","0.076","0.086","","0"
"Palestinian Territories","Middle East and Northern Africa","108","4.754","0.67024","0.71629","0.56844","0.17744","0.10613","0.11154","2.40364","0"
"Palestinian Territories","","103","4.7750000953674","0.7162492275238","1.1556471586227","0.56566697359085","0.25471106171608","0.11417317390442","0.089282602071762","1.8788902759552","0"
"Panama","","31","6.321","1.149","1.442","0.91","0.516","0.054","0.109","","1"
"Panama","","27","6.43","1.112","1.438","0.759","0.597","0.063","0.125","","1"
"Panama","","30","6.4520001411438","1.2337484359741","1.3731925487518","0.70615613460541","0.55002683401108","0.21055693924427","0.070983923971653","2.3071999549866","1"
"Panama","Latin America and Caribbean","25","6.701","1.18306","0.98912","0.70835","0.48927","0.08423","0.2418","3.00559","1"
"Panama","Latin America and Caribbean","25","6.786","1.06353","1.1985","0.79661","0.5421","0.0927","0.24434","2.84848","1"
"Paraguay","","70","5.4930000305176","0.932537317276","1.5072848796845","0.57925069332123","0.47350779175758","0.22415065765381","0.091065913438797","1.6853334903717","0"
"Paraguay","Latin America and Caribbean","70","5.538","0.89373","1.11111","0.58295","0.46235","0.07396","0.25296","2.16091","0"
"Paraguay","","64","5.681","0.835","1.522","0.615","0.541","0.074","0.162","","1"
"Paraguay","","63","5.743","0.855","1.475","0.777","0.514","0.08","0.184","","0"
"Paraguay","Latin America and Caribbean","53","5.878","0.75985","1.30477","0.66098","0.53899","0.08242","0.3424","2.18896","0"
"Peru","","65","5.663","0.934","1.249","0.674","0.53","0.034","0.092","","1"
"Peru","","65","5.697","0.96","1.274","0.854","0.455","0.027","0.083","","0"
"Peru","","63","5.7150001525879","1.0352252721786","1.2187703847885","0.63016611337662","0.45000287890434","0.12681971490383","0.047049086540937","2.2072694301605","1"
"Peru","Latin America and Caribbean","64","5.743","0.99602","0.81255","0.62994","0.37502","0.05292","0.14527","2.73117","0"
"Peru","Latin America and Caribbean","58","5.824","0.90019","0.97459","0.73017","0.41496","0.05989","0.14982","2.5945","0"
"Philippines","Southeastern Asia","90","5.073","0.70532","1.03516","0.58114","0.62545","0.12279","0.24991","1.7536","0"
"Philippines","Southeastern Asia","82","5.279","0.81217","0.87877","0.47036","0.54854","0.11757","0.21674","2.23484","0"
"Philippines","","72","5.4299998283386","0.85769921541214","1.2539175748825","0.4680090546608","0.58521467447281","0.19351342320442","0.099331893026829","1.9726047515869","0"
"Philippines","","71","5.524","0.775","1.312","0.513","0.643","0.105","0.12","","1"
"Philippines","","69","5.631","0.807","1.293","0.657","0.558","0.107","0.117","","0"
"Poland","Central and Eastern Europe","60","5.791","1.12555","1.27948","0.77903","0.53122","0.04212","0.16759","1.86565","0"
"Poland","Central and Eastern Europe","57","5.835","1.24585","1.04685","0.69058","0.4519","0.055","0.14443","2.20035","0"
"Poland","","46","5.9730000495911","1.2917878627777","1.4457119703293","0.69947534799576","0.52034211158752","0.1584659665823","0.059307806193829","1.7977228164673","1"
"Poland","","42","6.123","1.176","1.448","0.781","0.546","0.064","0.108","","1"
"Poland","","40","6.182","1.206","1.438","0.884","0.483","0.05","0.117","","1"
"Portugal","Western Europe","88","5.102","1.15991","1.13935","0.87519","0.51469","0.01078","0.13719","1.26462","0"
"Portugal","Western Europe","94","5.123","1.27607","0.94367","0.79363","0.44727","0.01521","0.11691","1.53015","0"
"Portugal","","89","5.1950001716614","1.3151752948761","1.3670430183411","0.79584354162216","0.49846529960632","0.095102712512016","0.01586945168674","1.1076827049255","0"
"Portugal","","77","5.41","1.188","1.429","0.884","0.562","0.017","0.055","","1"
"Portugal","","66","5.693","1.221","1.431","0.999","0.508","0.025","0.047","","0"
"Puerto Rico","Latin America and Caribbean","15","7.039","1.35943","1.08113","0.77758","0.46823","0.12275","0.22202","3.0076","1"
"Qatar","","29","6.374","1.684","1.313","0.871","0.555","0.167","0.22","","1"
"Qatar","","32","6.374","1.649","1.303","0.748","0.654","0.171","0.256","","1"
"Qatar","","35","6.375","1.8707656860352","1.2742968797684","0.71009808778763","0.60413098335266","0.33047387003899","0.43929925560951","1.1454644203186","1"
"Qatar","Middle East and Northern Africa","36","6.375","1.82427","0.87964","0.71723","0.56679","0.48049","0.32388","1.58224","1"
"Qatar","Middle East and Northern Africa","28","6.611","1.69042","1.0786","0.79733","0.6404","0.52208","0.32573","1.55674","1"
"Romania","Central and Eastern Europe","86","5.124","1.04345","0.88588","0.7689","0.35068","0.00649","0.13748","1.93129","0"
"Romania","Central and Eastern Europe","71","5.528","1.1697","0.72803","0.67602","0.36712","0.00679","0.12889","2.45184","0"
"Romania","","57","5.8249998092651","1.2176839113236","1.1500912904739","0.68515831232071","0.45700374245644","0.13351991772652","0.00438790069893","2.1768314838409","1"
"Romania","","52","5.945","1.116","1.219","0.726","0.528","0.001","0.088","","1"
"Romania","","48","6.07","1.162","1.232","0.825","0.462","0.005","0.083","","1"
"Russia","","68","5.648","1.183","1.452","0.726","0.334","0.031","0.082","","0"
"Russia","Central and Eastern Europe","64","5.716","1.13764","1.23617","0.66926","0.36679","0.03005","0.00199","2.27394","0"
"Russia","","59","5.81","1.151","1.479","0.599","0.399","0.025","0.065","","1"
"Russia","Central and Eastern Europe","56","5.856","1.23228","1.05261","0.58991","0.32682","0.03586","0.02736","2.59115","0"
"Russia","","49","5.9629998207092","1.2817780971527","1.4692823886871","0.54734933376312","0.37378311157227","0.05226382240653","0.032962881028652","2.2056074142456","1"
"Rwanda","","152","3.334","0.359","0.711","0.614","0.555","0.411","0.217","","0"
"Rwanda","","151","3.408","0.332","0.896","0.4","0.636","0.444","0.2","","0"
"Rwanda","Sub-Saharan Africa","154","3.465","0.22208","0.7737","0.42864","0.59201","0.55191","0.22628","0.67042","0"
"Rwanda","","151","3.470999956131","0.36874589323997","0.94570702314377","0.3264248073101","0.58184385299683","0.25275602936745","0.45522001385689","0.54006123542786","0"
"Rwanda","Sub-Saharan Africa","152","3.515","0.32846","0.61586","0.31865","0.5432","0.50521","0.23552","0.96819","0"
"Saudi Arabia","","37","6.3439998626709","1.5306235551834","1.2866775989532","0.5901483297348","0.44975057244301","0.14761601388454","0.27343225479126","2.0654296875","1"
"Saudi Arabia","","33","6.371","1.379","1.331","0.633","0.509","0.127","0.098","","1"
"Saudi Arabia","","28","6.375","1.403","1.357","0.795","0.439","0.132","0.08","","1"
"Saudi Arabia","Middle East and Northern Africa","34","6.379","1.48953","0.84829","0.59267","0.37904","0.30008","0.15457","2.61482","1"
"Saudi Arabia","Middle East and Northern Africa","35","6.411","1.39541","1.08393","0.72025","0.31048","0.32524","0.13706","2.43872","1"
"Senegal","Sub-Saharan Africa","142","3.904","0.36498","0.97619","0.4354","0.36772","0.10713","0.20843","1.44395","0"
"Senegal","Sub-Saharan Africa","128","4.219","0.44314","0.77416","0.40457","0.31056","0.11681","0.19103","1.97861","0"
"Senegal","","115","4.5349998474121","0.47930902242661","1.1796919107437","0.40936285257339","0.37792226672173","0.18346889317036","0.11546044796705","1.7896461486816","0"
"Senegal","","109","4.631","0.429","1.117","0.433","0.406","0.082","0.138","","0"
"Senegal","","111","4.681","0.45","1.134","0.571","0.292","0.072","0.153","","0"
"Serbia","Central and Eastern Europe","87","5.123","0.92053","1.00964","0.74836","0.20107","0.02617","0.19231","2.025","0"
"Serbia","Central and Eastern Europe","86","5.177","1.03437","0.81329","0.6458","0.15718","0.04339","0.20737","2.27539","0"
"Serbia","","73","5.3949999809265","1.0693175792694","1.2581897974014","0.65078467130661","0.20871552824974","0.22012588381767","0.040903780609369","1.9470844268799","0"
"Serbia","","78","5.398","0.975","1.369","0.685","0.288","0.043","0.134","","1"
"Serbia","","70","5.603","1.004","1.383","0.854","0.282","0.039","0.137","","0"
"Sierra Leone","","129","4.374","0.268","0.841","0.242","0.309","0.045","0.252","","0"
"Sierra Leone","Sub-Saharan Africa","123","4.507","0.33024","0.95571","","0.4084","0.08786","0.21488","2.51009","0"
"Sierra Leone","","113","4.571","0.256","0.813","","0.355","0.053","0.238","","0"
"Sierra Leone","Sub-Saharan Africa","111","4.635","0.36485","0.628","","0.30685","0.08196","0.23897","3.01402","0"
"Sierra Leone","","106","4.7090001106262","0.36842092871666","0.9841360449791","0.0055647538974881","0.31869769096375","0.2930409014225","0.071095176041126","2.668459892273","0"
"Singapore","","34","6.262","1.572","1.463","1.141","0.556","0.453","0.271","","1"
"Singapore","","34","6.343","1.529","1.451","1.008","0.631","0.457","0.261","","1"
"Singapore","","26","6.5720000267029","1.6922776699066","1.3538143634796","0.94949239492416","0.54984056949616","0.34596598148346","0.46430778503418","1.2163619995117","1"
"Singapore","Southeastern Asia","22","6.739","1.64555","0.86758","0.94719","0.4877","0.46987","0.32706","1.99375","1"
"Singapore","Southeastern Asia","24","6.798","1.52186","1.02","1.02525","0.54252","0.4921","0.31105","1.88501","1"
"Slovakia","Central and Eastern Europe","45","5.995","1.16891","1.26999","0.78902","0.31751","0.03431","0.16893","2.24639","0"
"Slovakia","Central and Eastern Europe","45","6.078","1.27973","1.08268","0.70367","0.23391","0.02947","0.13837","2.61065","1"
"Slovakia","","40","6.0980000495911","1.3253935575485","1.5050592422485","0.71273291110992","0.29581746459007","0.13654448091984","0.024210851639509","2.0977766513824","1"
"Slovakia","","39","6.173","1.21","1.537","0.776","0.354","0.014","0.118","","1"
"Slovakia","","38","6.198","1.246","1.504","0.881","0.334","0.014","0.121","","1"
"Slovenia","","62","5.7579998970032","1.3412059545517","1.4525188207626","0.79082822799683","0.57257580757141","0.2426490932703","0.045128978788853","1.3133172988892","1"
"Slovenia","Central and Eastern Europe","63","5.768","1.29947","1.05613","0.79151","0.53164","0.03635","0.25738","1.79522","0"
"Slovenia","Central and Eastern Europe","55","5.848","1.18498","1.27385","0.87337","0.60855","0.03787","0.25328","1.61583","0"
"Slovenia","","51","5.948","1.219","1.506","0.856","0.633","0.051","0.16","","1"
"Slovenia","","44","6.118","1.258","1.523","0.953","0.564","0.057","0.144","","1"
"Somalia","","112","4.668","0","0.698","0.268","0.559","0.27","0.243","","0"
"Somalia","","98","4.982","","0.712","0.115","0.674","0.282","0.238","","0"
"Somalia","","93","5.1510000228882","0.022643184289336","0.72115135192871","0.11398913711309","0.60212695598602","0.29163131117821","0.28241032361984","3.1174845695496","0"
"Somalia","Sub-Saharan Africa","76","5.44","","0.33613","0.11466","0.56778","0.3118","0.27225","3.83772","0"
"Somaliland region","Sub-Saharan Africa","91","5.057","0.18847","0.95152","0.43873","0.46582","0.39928","0.50318","2.11032","0"
"Somaliland Region","Sub-Saharan Africa","97","5.057","0.25558","0.75862","0.33108","0.3913","0.36794","0.51479","2.43801","0"
"South Africa","Sub-Saharan Africa","116","4.459","1.02416","0.96053","0.18611","0.42483","0.08415","0.13656","1.64227","0"
"South Africa","Sub-Saharan Africa","113","4.642","0.92049","1.18468","0.27688","0.33207","0.08884","0.11973","1.71956","0"
"South Africa","","106","4.722","0.96","1.351","0.469","0.389","0.055","0.13","","0"
"South Africa","","105","4.724","0.94","1.41","0.33","0.516","0.056","0.103","","0"
"South Africa","","101","4.8289999961853","1.0546987056732","1.3847886323929","0.1870800703764","0.47924673557281","0.13936237990856","0.072509497404098","1.5109086036682","0"
"South Korea","Eastern Asia","57","5.835","1.35948","0.72194","0.88645","0.25168","0.07716","0.18824","2.35015","0"
"South Korea","","55","5.8379998207092","1.401678442955","1.1282744407654","0.90021407604217","0.25792166590691","0.20667436718941","0.063282668590546","1.8803780078888","1"
"South Korea","","57","5.875","1.266","1.204","0.955","0.244","0.051","0.175","","1"
"South Korea","","54","5.895","1.301","1.219","1.036","0.159","0.056","0.175","","0"
"South Korea","Eastern Asia","47","5.984","1.24461","0.95774","0.96538","0.33208","0.07857","0.18557","2.21978","0"
"South Sudan","","156","2.853","0.306","0.575","0.295","0.01","0.091","0.202","","0"
"South Sudan","","154","3.254","0.337","0.608","0.177","0.112","0.106","0.224","","0"
"South Sudan","","147","3.5910000801086","0.39724862575531","0.60132312774658","0.16348600387573","0.14706243574619","0.28567081689835","0.11679351329804","1.8795673847198","0"
"South Sudan","Sub-Saharan Africa","143","3.832","0.39394","0.18519","0.15781","0.19662","0.13015","0.25899","2.50929","0"
"Spain","","36","6.31","1.251","1.538","0.965","0.449","0.074","0.142","","1"
"Spain","Western Europe","36","6.329","1.23011","1.31379","0.95562","0.45951","0.06398","0.18227","2.12367","1"
"Spain","","30","6.354","1.286","1.484","1.062","0.362","0.079","0.153","","1"
"Spain","Western Europe","37","6.361","1.34253","1.12945","0.87896","0.37545","0.06137","0.17665","2.39663","1"
"Spain","","34","6.4029998779297","1.3843978643417","1.5320909023285","0.88896059989929","0.40878123044968","0.19013357162476","0.070914097130299","1.9277577400207","1"
"Sri Lanka","Southern Asia","132","4.271","0.83524","1.01905","0.70806","0.53726","0.09179","0.40828","0.67108","0"
"Sri Lanka","","130","4.366","0.949","1.265","0.831","0.47","0.047","0.244","","0"
"Sri Lanka","Southern Asia","117","4.415","0.97318","0.84783","0.62007","0.50817","0.07964","0.46978","0.91681","0"
"Sri Lanka","","120","4.4400000572205","1.0098501443863","1.2599763870239","0.62513083219528","0.56121325492859","0.49086356163025","0.073653966188431","0.41938924789429","0"
"Sri Lanka","","116","4.471","0.918","1.314","0.672","0.585","0.05","0.307","","0"
"Sudan","","130","4.1389999389648","0.65951669216156","1.2140085697174","0.29092082381249","0.014995855279267","0.18231745064259","0.089847519993782","1.6870658397675","0"
"Sudan","Sub-Saharan Africa","133","4.139","0.63069","0.81928","0.29759","0","0.10039","0.18077","2.10995","0"
"Sudan","","137","4.139","0.605","1.24","0.312","0.016","0.082","0.134","","0"
"Sudan","Sub-Saharan Africa","118","4.55","0.52107","1.01404","0.36878","0.10081","0.1466","0.19062","2.20857","0"
"Suriname","Latin America and Caribbean","40","6.269","1.09686","0.77866","0.50933","0.52234","0.12692","0.16665","3.06852","1"
"Suriname","Latin America and Caribbean","40","6.269","0.99534","0.972","0.6082","0.59657","0.13633","0.16991","2.79094","1"
"Swaziland","","135","4.212","0.811","1.149","0","0.313","0.135","0.074","","0"
"Swaziland","Sub-Saharan Africa","101","4.867","0.71206","1.07284","0.07566","0.30658","0.0306","0.18259","2.48676","0"
"Sweden","","9","7.2839999198914","1.4943872690201","1.4781621694565","0.83087515830994","0.61292409896851","0.38539925217629","0.38439872860909","2.0975379943848","1"
"Sweden","Western Europe","10","7.291","1.45181","1.08764","0.83121","0.58218","0.40867","0.38254","2.54734","1"
"Sweden","","9","7.314","1.355","1.501","0.913","0.659","0.383","0.285","","1"
"Sweden","","7","7.343","1.387","1.487","1.009","0.574","0.373","0.267","","1"
"Sweden","Western Europe","8","7.364","1.33171","1.28907","0.91087","0.6598","0.43844","0.36262","2.37119","1"
"Switzerland","","6","7.48","1.452","1.526","1.052","0.572","0.343","0.263","","1"
"Switzerland","","5","7.487","1.42","1.549","0.927","0.66","0.357","0.256","","1"
"Switzerland","","4","7.4939999580383","1.5649795532227","1.5169117450714","0.85813128948212","0.62007057666779","0.29054927825928","0.36700728535652","2.2767162322998","1"
"Switzerland","Western Europe","2","7.509","1.52733","1.14524","0.86303","0.58557","0.41203","0.28083","2.69463","1"
"Switzerland","Western Europe","1","7.587","1.39651","1.34951","0.94143","0.66557","0.41978","0.29678","2.51738","1"
"Syria","Middle East and Northern Africa","156","3.006","0.6632","0.47489","0.72193","0.15684","0.18906","0.47179","0.32858","0"
"Syria","Middle East and Northern Africa","156","3.069","0.74719","0.14866","0.62994","0.06912","0.17233","0.48397","0.81789","0"
"Syria","","152","3.4619998931885","0.77715313434601","0.39610260725021","0.50053334236145","0.081539444625378","0.49366372823715","0.15134713053703","1.0615735054016","0"
"Syria","","149","3.462","0.619","0.378","0.44","0.013","0.141","0.331","","0"
"Syria","","150","3.462","0.689","0.382","0.539","0.088","0.144","0.376","","0"
"Taiwan","Eastern Asia","38","6.298","1.29098","1.07617","0.8753","0.3974","0.08129","0.25376","2.32323","1"
"Taiwan","Eastern Asia","34","6.379","1.39729","0.92624","0.79565","0.32377","0.0663","0.25495","2.61523","1"
"Taiwan","","26","6.441","1.365","1.436","0.857","0.418","0.078","0.151","","1"
"Taiwan","","25","6.446","1.368","1.43","0.914","0.351","0.097","0.242","","1"
"Taiwan Province of China","","33","6.4219999313355","1.4336265325546","1.3845653533936","0.79398423433304","0.36146658658981","0.25836047530174","0.063829235732555","2.1266074180603","1"
"Tajikistan","Central and Eastern Europe","106","4.786","0.39047","0.85563","0.57379","0.47216","0.15072","0.22974","2.11399","0"
"Tajikistan","Central and Eastern Europe","100","4.996","0.48835","0.75602","0.53119","0.43408","0.13509","0.25998","2.39106","0"
"Tajikistan","","96","5.0409998893738","0.52471363544464","1.2714632749557","0.52923512458801","0.47156670689583","0.24899764358997","0.14637714624405","1.8490493297577","0"
"Tajikistan","","88","5.199","0.474","1.166","0.598","0.292","0.034","0.187","","1"
"Tajikistan","","74","5.467","0.493","1.098","0.718","0.389","0.144","0.23","","0"
"Tanzania","","153","3.231","0.476","0.885","0.499","0.417","0.147","0.276","","0"
"Tanzania","","153","3.303","0.455","0.991","0.381","0.481","0.097","0.27","","0"
"Tanzania","","153","3.3489999771118","0.51113587617874","1.0419898033142","0.36450928449631","0.39001777768135","0.35425636172295","0.066035106778145","0.62113046646118","0"
"Tanzania","Sub-Saharan Africa","149","3.666","0.47155","0.77623","0.357","0.3176","0.05099","0.31472","1.37769","0"
"Tanzania","Sub-Saharan Africa","146","3.781","0.2852","1.00268","0.38215","0.32878","0.05747","0.34377","1.38079","0"
"Thailand","","52","6.008","1.05","1.409","0.828","0.557","0.028","0.359","","1"
"Thailand","","46","6.072","1.016","1.417","0.707","0.637","0.029","0.364","","1"
"Thailand","","32","6.4239997863769","1.127868771553","1.4257924556732","0.6472390294075","0.5802007317543","0.57212311029434","0.031612735241652","2.0395083427429","1"
"Thailand","Southeastern Asia","34","6.455","0.9669","1.26504","0.7385","0.55664","0.03187","0.5763","2.31945","1"
"Thailand","Southeastern Asia","33","6.474","1.0893","1.04477","0.64915","0.49553","0.02833","0.58696","2.5796","1"
"Togo","Sub-Saharan Africa","158","2.839","0.20868","0.13995","0.28443","0.36453","0.10731","0.16681","1.56726","0"
"Togo","Sub-Saharan Africa","155","3.303","0.28123","0","0.24811","0.34678","0.11587","0.17517","2.1354","0"
"Togo","","150","3.4949998855591","0.30544471740723","0.43188253045082","0.24710556864739","0.38042613863945","0.1968961507082","0.095665015280247","1.8372292518616","0"
"Togo","","139","3.999","0.259","0.474","0.253","0.434","0.101","0.158","","0"
"Togo","","139","4.085","0.275","0.572","0.41","0.293","0.085","0.177","","0"
"Trinidad & Tobago","","38","6.192","1.223","1.492","0.564","0.575","0.019","0.171","","1"
"Trinidad & Tobago","","39","6.192","1.231","1.477","0.713","0.489","0.016","0.185","","1"
"Trinidad and Tobago","Latin America and Caribbean","41","6.168","1.21183","1.18354","0.61483","0.55884","0.0114","0.31844","2.26882","1"
"Trinidad and Tobago","Latin America and Caribbean","43","6.168","1.32572","0.98569","0.52608","0.48453","0.01241","0.31935","2.51394","1"
"Trinidad and Tobago","","38","6.1680002212524","1.3613559007645","1.3802285194397","0.51998329162598","0.51863074302673","0.32529646158218","0.008964816108346","2.0532474517822","1"
"Tunisia","","124","4.461","0.921","1","0.815","0.167","0.055","0.059","","0"
"Tunisia","","111","4.592","0.9","0.906","0.69","0.271","0.063","0.04","","0"
"Tunisia","Middle East and Northern Africa","107","4.739","0.88113","0.60429","0.73793","0.26268","0.06358","0.06431","2.12466","0"
"Tunisia","","102","4.8049998283386","1.0072658061981","0.86835145950317","0.61321204900742","0.28968068957329","0.049693357199431","0.086723148822784","1.890251159668","0"
"Tunisia","Middle East and Northern Africa","98","5.045","0.97724","0.43165","0.59577","0.23553","0.0817","0.03936","2.68413","0"
"Turkey","Middle East and Northern Africa","76","5.332","1.06098","0.94632","0.73172","0.22815","0.15746","0.12253","2.08528","0"
"Turkey","","79","5.373","1.183","1.36","0.808","0.195","0.106","0.083","","0"
"Turkey","Middle East and Northern Africa","78","5.389","1.16492","0.87717","0.64718","0.23889","0.12348","0.04707","2.29074","0"
"Turkey","","74","5.483","1.148","1.38","0.686","0.324","0.109","0.106","","1"
"Turkey","","69","5.5","1.1982743740082","1.3377531766891","0.63760560750961","0.30074059963226","0.046693041920662","0.099671579897404","1.8792779445648","1"
"Turkmenistan","","87","5.247","1.052","1.538","0.657","0.394","0.028","0.244","","0"
"Turkmenistan","Central and Eastern Europe","70","5.548","0.95847","1.22668","0.53886","0.4761","0.30844","0.16979","1.86984","0"
"Turkmenistan","","68","5.636","1.016","1.533","0.517","0.417","0.037","0.199","","1"
"Turkmenistan","Central and Eastern Europe","65","5.658","1.08017","1.03817","0.44006","0.37408","0.28467","0.22567","2.21489","0"
"Turkmenistan","","59","5.8220000267029","1.1307767629623","1.4931491613388","0.43772608041763","0.41827192902565","0.24992498755455","0.25927034020424","1.832909822464","1"
"Uganda","Sub-Saharan Africa","145","3.739","0.34719","0.90981","0.19625","0.43653","0.06442","0.27102","1.51416","0"
"Uganda","Sub-Saharan Africa","141","3.931","0.21102","1.13299","0.33861","0.45727","0.07267","0.29066","1.42766","0"
"Uganda","","133","4.0809998512268","0.3814307153225","1.1298277378082","0.21763260662556","0.44318595528603","0.32576605677605","0.057069718837738","1.526362657547","0"
"Uganda","","135","4.161","0.322","1.09","0.237","0.45","0.061","0.259","","0"
"Uganda","","136","4.189","0.332","1.069","0.443","0.356","0.06","0.252","","0"
"Ukraine","","132","4.0960001945496","0.89465194940567","1.3945375680923","0.57590395212173","0.12297477573156","0.2700614631176","0.023029470816255","0.81438231468201","0"
"Ukraine","","138","4.103","0.793","1.413","0.609","0.163","0.011","0.187","","0"
"Ukraine","Central and Eastern Europe","123","4.324","0.87287","1.01413","0.58628","0.12859","0.01829","0.20363","1.50066","0"
"Ukraine","","133","4.332","0.82","1.39","0.739","0.178","0.01","0.187","","0"
"Ukraine","Central and Eastern Europe","111","4.681","0.79907","1.20278","0.6739","0.25123","0.02961","0.15275","1.5714","0"
